Table 8.3 Canada Pension Plan / Quebec Pension Plan 2026 contribution rates and amounts,,,,,,
CPP/QPP,Year’s Maximum Pensionable Earnings (YMPE),Basic Exemption,Year’s Maximum Contributory Earnings,Employee  and Employer Total Contribution Rate,Maximum Employee and Employer Total Contribution*,YMPE Before Rounding
,,,(YMCE),,,
CPP (Canada except QC),"74,600.00","3,500.00","71,100.00",0.0595,"4,230.45","74,696.54"
